datetime,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore
2015-05-06 17:00:00,544.0,981.0,5400.0,6644.0,348.0,0.0,766.0,2973.0,4991.0,88.0,72.0,4527.0,278.0,4231.0
2015-05-06 18:00:00,550.0,978.0,5290.0,6673.0,343.0,0.0,755.0,2820.0,4992.0,83.0,72.0,3935.0,281.0,4576.0
2015-05-06 19:00:00,548.0,980.0,5129.0,6584.0,353.0,0.0,755.0,2922.0,4994.0,84.0,74.0,3175.0,279.0,5094.0
2015-05-06 20:00:00,551.0,981.0,4787.0,6585.0,342.0,0.0,764.0,2884.0,4999.0,84.0,75.0,2042.0,282.0,5987.0
2015-05-06 21:00:00,552.0,958.0,4844.0,6520.0,348.0,0.0,760.0,2677.0,5005.0,85.0,76.0,1100.0,284.0,6742.0
2015-05-06 22:00:00,546.0,972.0,4817.0,6532.0,340.0,0.0,751.0,2697.0,5010.0,85.0,75.0,882.0,283.0,6852.0
2015-05-06 23:00:00,541.0,939.0,4403.0,6401.0,347.0,5.0,706.0,1851.0,5016.0,85.0,74.0,858.0,278.0,6695.0
2015-05-07 00:00:00,502.0,962.0,5264.0,6751.0,301.0,0.0,670.0,1650.0,5967.0,85.0,71.0,644.0,223.0,5043.0
2015-05-07 01:00:00,504.0,939.0,4629.0,6629.0,298.0,55.0,658.0,834.0,5970.0,85.0,72.0,577.0,221.0,5185.0
2015-05-07 02:00:00,506.0,934.0,4436.0,6527.0,298.0,884.0,643.0,670.0,5972.0,85.0,69.0,563.0,224.0,5128.0
2015-05-07 03:00:00,504.0,915.0,4117.0,6208.0,293.0,1249.0,643.0,620.0,5977.0,86.0,69.0,434.0,221.0,4892.0
2015-05-07 04:00:00,505.0,884.0,4028.0,5935.0,297.0,1291.0,647.0,630.0,5981.0,86.0,70.0,407.0,219.0,4767.0
2015-05-07 05:00:00,508.0,869.0,3910.0,5888.0,299.0,1362.0,644.0,605.0,5983.0,85.0,67.0,411.0,222.0,4527.0
2015-05-07 06:00:00,503.0,776.0,3822.0,5723.0,299.0,1374.0,656.0,640.0,5984.0,85.0,68.0,350.0,222.0,4139.0
2015-05-07 07:00:00,509.0,658.0,3622.0,5476.0,296.0,1539.0,668.0,806.0,5996.0,85.0,69.0,415.0,214.0,3776.0
2015-05-07 08:00:00,508.0,743.0,4161.0,5792.0,301.0,1172.0,686.0,1108.0,5998.0,86.0,68.0,1012.0,208.0,2924.0
2015-05-07 09:00:00,509.0,871.0,4566.0,6373.0,300.0,809.0,680.0,967.0,5995.0,87.0,70.0,2466.0,208.0,2411.0
2015-05-07 10:00:00,506.0,943.0,3947.0,6765.0,294.0,268.0,705.0,1270.0,5991.0,87.0,69.0,3983.0,207.0,2179.0
2015-05-07 11:00:00,504.0,931.0,4119.0,6948.0,294.0,1.0,702.0,1529.0,5978.0,87.0,68.0,4696.0,210.0,2189.0
2015-05-07 12:00:00,504.0,952.0,4352.0,7013.0,302.0,0.0,709.0,1690.0,5968.0,87.0,68.0,4996.0,209.0,2607.0
2015-05-07 13:00:00,505.0,890.0,4386.0,7076.0,311.0,0.0,716.0,2158.0,5960.0,87.0,65.0,5132.0,212.0,3086.0
2015-05-07 14:00:00,507.0,895.0,4388.0,7172.0,304.0,77.0,697.0,2302.0,5951.0,87.0,65.0,5136.0,211.0,3649.0
2015-05-07 15:00:00,502.0,963.0,4464.0,7162.0,309.0,153.0,665.0,1616.0,5946.0,88.0,64.0,5012.0,207.0,4012.0
2015-05-07 16:00:00,499.0,968.0,4288.0,7228.0,308.0,158.0,675.0,1075.0,5944.0,88.0,61.0,4693.0,207.0,4448.0
2015-05-07 17:00:00,500.0,946.0,4156.0,7153.0,306.0,144.0,649.0,982.0,5946.0,87.0,59.0,4224.0,212.0,4942.0
2015-05-07 18:00:00,496.0,964.0,4331.0,7290.0,308.0,157.0,670.0,1005.0,5942.0,88.0,51.0,3479.0,219.0,5166.0
2015-05-07 19:00:00,502.0,962.0,4712.0,7278.0,311.0,157.0,672.0,1508.0,5938.0,88.0,54.0,2532.0,219.0,5268.0
2015-05-07 20:00:00,501.0,933.0,4959.0,7350.0,314.0,51.0,679.0,2503.0,5951.0,87.0,55.0,1513.0,221.0,5291.0
2015-05-07 21:00:00,506.0,897.0,4461.0,7394.0,312.0,0.0,727.0,3812.0,5962.0,87.0,55.0,845.0,226.0,5468.0
2015-05-07 22:00:00,507.0,909.0,4690.0,7465.0,316.0,0.0,724.0,4533.0,5970.0,88.0,54.0,702.0,226.0,5743.0
2015-05-07 23:00:00,508.0,958.0,4654.0,7492.0,315.0,43.0,721.0,3911.0,5972.0,88.0,54.0,693.0,225.0,5602.0
2015-05-08 00:00:00,531.0,946.0,6543.0,7951.0,345.0,0.0,633.0,1927.0,6696.0,86.0,67.0,574.0,259.0,1851.0
2015-05-08 01:00:00,530.0,957.0,4971.0,7875.0,338.0,0.0,618.0,1464.0,6701.0,86.0,69.0,574.0,248.0,1922.0
2015-05-08 02:00:00,530.0,957.0,4617.0,7657.0,335.0,100.0,582.0,689.0,6701.0,86.0,67.0,571.0,246.0,2072.0
2015-05-08 03:00:00,529.0,939.0,4140.0,7362.0,317.0,282.0,579.0,559.0,6703.0,86.0,67.0,494.0,254.0,2270.0
2015-05-08 04:00:00,519.0,957.0,4116.0,7284.0,318.0,554.0,572.0,538.0,6705.0,86.0,68.0,446.0,256.0,2520.0
2015-05-08 05:00:00,481.0,951.0,4127.0,7278.0,330.0,553.0,573.0,569.0,6705.0,86.0,67.0,436.0,256.0,2727.0
2015-05-08 06:00:00,480.0,896.0,4462.0,7458.0,333.0,374.0,582.0,776.0,6706.0,84.0,69.0,342.0,256.0,3158.0
2015-05-08 07:00:00,484.0,931.0,4654.0,7603.0,348.0,11.0,602.0,944.0,6706.0,85.0,70.0,265.0,259.0,3432.0
2015-05-08 08:00:00,488.0,956.0,5192.0,7826.0,357.0,0.0,640.0,1695.0,6697.0,86.0,67.0,784.0,262.0,3208.0
2015-05-08 09:00:00,515.0,960.0,5504.0,7941.0,356.0,0.0,676.0,2855.0,6697.0,84.0,69.0,2238.0,264.0,2670.0
2015-05-08 10:00:00,514.0,949.0,5400.0,7957.0,353.0,0.0,705.0,3326.0,6693.0,81.0,68.0,3793.0,261.0,2696.0
2015-05-08 11:00:00,520.0,952.0,5263.0,7880.0,357.0,0.0,722.0,4023.0,6689.0,81.0,68.0,4550.0,264.0,3108.0
2015-05-08 12:00:00,532.0,953.0,5422.0,7816.0,360.0,10.0,741.0,3733.0,6684.0,82.0,69.0,4954.0,257.0,3905.0
2015-05-08 13:00:00,528.0,947.0,5928.0,7619.0,363.0,77.0,759.0,3852.0,6685.0,82.0,68.0,5130.0,254.0,4363.0
2015-05-08 14:00:00,531.0,948.0,5907.0,7457.0,360.0,107.0,717.0,3340.0,6681.0,81.0,71.0,5141.0,245.0,4718.0
2015-05-08 15:00:00,537.0,952.0,5916.0,7427.0,360.0,185.0,705.0,2796.0,6676.0,82.0,71.0,5037.0,240.0,5117.0
2015-05-08 16:00:00,530.0,947.0,5831.0,7324.0,360.0,344.0,671.0,3029.0,6671.0,81.0,70.0,4800.0,246.0,5298.0
2015-05-08 17:00:00,530.0,948.0,6020.0,7223.0,362.0,377.0,677.0,3042.0,6671.0,82.0,66.0,4357.0,262.0,5094.0
2015-05-08 18:00:00,529.0,946.0,6392.0,7168.0,360.0,376.0,675.0,3180.0,6670.0,82.0,68.0,3735.0,264.0,4589.0
2015-05-08 19:00:00,529.0,952.0,6386.0,7169.0,346.0,278.0,682.0,3194.0,6676.0,82.0,69.0,2891.0,263.0,4171.0
2015-05-08 20:00:00,533.0,947.0,6575.0,7176.0,353.0,63.0,684.0,3332.0,6684.0,83.0,69.0,1696.0,265.0,3756.0
2015-05-08 21:00:00,532.0,944.0,6806.0,7181.0,366.0,0.0,687.0,4561.0,6685.0,83.0,70.0,798.0,262.0,3048.0
2015-05-08 22:00:00,520.0,948.0,6843.0,7181.0,356.0,0.0,686.0,5115.0,6686.0,83.0,69.0,603.0,268.0,2486.0
2015-05-08 23:00:00,526.0,953.0,6535.0,7164.0,364.0,0.0,642.0,4381.0,6691.0,84.0,69.0,598.0,267.0,2137.0
2015-05-09 00:00:00,478.0,808.0,4037.0,5655.0,340.0,46.0,570.0,907.0,6906.0,87.0,68.0,180.0,276.0,6040.0
2015-05-09 01:00:00,468.0,703.0,3931.0,5360.0,332.0,425.0,579.0,1030.0,6906.0,87.0,70.0,146.0,272.0,5793.0
2015-05-09 02:00:00,475.0,563.0,3713.0,5169.0,332.0,487.0,560.0,909.0,6908.0,88.0,68.0,77.0,267.0,5525.0
2015-05-09 03:00:00,471.0,508.0,3515.0,4917.0,329.0,735.0,555.0,697.0,6910.0,88.0,69.0,59.0,274.0,5406.0
2015-05-09 04:00:00,476.0,520.0,3524.0,4878.0,310.0,995.0,562.0,610.0,6912.0,88.0,69.0,56.0,274.0,5169.0
2015-05-09 05:00:00,475.0,534.0,3484.0,4925.0,281.0,1217.0,573.0,597.0,6909.0,88.0,66.0,45.0,275.0,4989.0
2015-05-09 06:00:00,459.0,624.0,3695.0,5006.0,293.0,1130.0,570.0,637.0,6910.0,88.0,67.0,45.0,275.0,4733.0
2015-05-09 07:00:00,461.0,623.0,3626.0,4953.0,299.0,651.0,560.0,735.0,6912.0,88.0,68.0,45.0,273.0,4711.0
2015-05-09 08:00:00,471.0,642.0,3680.0,5116.0,300.0,353.0,573.0,847.0,6916.0,88.0,66.0,273.0,269.0,4541.0
2015-05-09 09:00:00,477.0,771.0,3935.0,5572.0,300.0,30.0,605.0,1275.0,6917.0,87.0,68.0,959.0,243.0,4318.0
2015-05-09 10:00:00,474.0,797.0,3767.0,5741.0,299.0,0.0,615.0,1695.0,6915.0,87.0,73.0,1799.0,246.0,4708.0
2015-05-09 11:00:00,475.0,712.0,3935.0,5641.0,299.0,49.0,625.0,1932.0,6915.0,87.0,71.0,2443.0,250.0,4536.0
2015-05-09 12:00:00,472.0,726.0,4167.0,5494.0,300.0,51.0,640.0,2472.0,6910.0,87.0,70.0,2745.0,251.0,4089.0
2015-05-09 13:00:00,470.0,800.0,4344.0,5843.0,299.0,233.0,649.0,2577.0,6909.0,87.0,73.0,2785.0,250.0,3794.0
2015-05-09 14:00:00,474.0,805.0,4297.0,5833.0,289.0,250.0,627.0,2263.0,6906.0,87.0,71.0,2971.0,251.0,3832.0
2015-05-09 15:00:00,477.0,742.0,4298.0,5709.0,279.0,250.0,617.0,1730.0,6902.0,86.0,73.0,2819.0,253.0,4030.0
2015-05-09 16:00:00,473.0,786.0,4368.0,5721.0,283.0,250.0,609.0,1371.0,6904.0,87.0,73.0,2198.0,252.0,4096.0
2015-05-09 17:00:00,476.0,931.0,4513.0,5745.0,283.0,400.0,618.0,1426.0,6904.0,87.0,71.0,1539.0,253.0,4349.0
2015-05-09 18:00:00,462.0,954.0,4553.0,5940.0,284.0,250.0,620.0,1489.0,6902.0,87.0,70.0,909.0,238.0,4494.0
2015-05-09 19:00:00,462.0,949.0,4589.0,6128.0,286.0,144.0,617.0,1597.0,6904.0,87.0,70.0,475.0,241.0,4474.0
2015-05-09 20:00:00,464.0,928.0,4436.0,6076.0,286.0,32.0,626.0,2845.0,6905.0,88.0,70.0,150.0,254.0,4647.0
2015-05-09 21:00:00,469.0,943.0,4499.0,6253.0,286.0,0.0,616.0,3997.0,6907.0,89.0,70.0,40.0,263.0,4917.0
2015-05-09 22:00:00,470.0,830.0,4429.0,6159.0,286.0,0.0,604.0,2799.0,6906.0,89.0,68.0,39.0,260.0,5065.0
2015-05-09 23:00:00,470.0,779.0,4646.0,5833.0,285.0,49.0,603.0,1585.0,6910.0,89.0,69.0,39.0,265.0,4762.0
2015-05-10 00:00:00,538.0,0.0,3776.0,2197.0,316.0,1821.0,523.0,666.0,4897.0,79.0,66.0,45.0,261.0,10648.0
2015-05-10 01:00:00,528.0,0.0,3644.0,2074.0,316.0,2410.0,538.0,562.0,4896.0,79.0,64.0,46.0,254.0,10893.0
2015-05-10 02:00:00,524.0,0.0,3648.0,1733.0,315.0,2518.0,566.0,481.0,4897.0,79.0,56.0,45.0,247.0,11235.0
2015-05-10 03:00:00,522.0,0.0,3574.0,1648.0,315.0,2928.0,563.0,423.0,4897.0,79.0,56.0,46.0,251.0,11537.0
2015-05-10 04:00:00,524.0,0.0,3789.0,1918.0,292.0,3043.0,587.0,471.0,4897.0,78.0,57.0,46.0,242.0,11336.0
2015-05-10 05:00:00,537.0,0.0,3644.0,1903.0,294.0,2438.0,576.0,432.0,4897.0,79.0,59.0,45.0,242.0,11384.0
2015-05-10 06:00:00,547.0,0.0,3959.0,2050.0,312.0,2202.0,594.0,823.0,4897.0,79.0,64.0,45.0,253.0,11977.0
2015-05-10 07:00:00,545.0,0.0,4138.0,2417.0,326.0,1179.0,600.0,897.0,4897.0,80.0,65.0,48.0,256.0,12674.0
2015-05-10 08:00:00,548.0,0.0,4328.0,2796.0,380.0,765.0,600.0,1182.0,4898.0,86.0,66.0,61.0,245.0,12935.0
2015-05-10 09:00:00,548.0,0.0,4519.0,3054.0,399.0,394.0,627.0,1149.0,4891.0,90.0,64.0,278.0,255.0,13202.0
2015-05-10 10:00:00,532.0,0.0,4183.0,3107.0,394.0,558.0,645.0,1407.0,4887.0,91.0,64.0,681.0,255.0,13523.0
2015-05-10 11:00:00,528.0,0.0,4277.0,3111.0,406.0,510.0,650.0,1560.0,4886.0,85.0,69.0,946.0,258.0,13498.0
2015-05-10 12:00:00,535.0,0.0,4299.0,3469.0,394.0,172.0,655.0,1040.0,4882.0,85.0,68.0,1117.0,258.0,13508.0
2015-05-10 13:00:00,530.0,0.0,4074.0,3352.0,415.0,164.0,668.0,791.0,4872.0,83.0,68.0,1373.0,262.0,14321.0
2015-05-10 14:00:00,533.0,0.0,3808.0,2956.0,413.0,665.0,686.0,876.0,4866.0,85.0,70.0,1435.0,261.0,14453.0
2015-05-10 15:00:00,532.0,0.0,4087.0,2978.0,396.0,855.0,683.0,873.0,4860.0,84.0,68.0,1250.0,252.0,14406.0
2015-05-10 16:00:00,519.0,0.0,4171.0,3085.0,404.0,564.0,706.0,788.0,4855.0,84.0,69.0,939.0,254.0,13730.0
2015-05-10 17:00:00,518.0,0.0,4354.0,3252.0,390.0,346.0,717.0,955.0,4854.0,83.0,70.0,723.0,252.0,13293.0
2015-05-10 18:00:00,521.0,0.0,4000.0,3408.0,403.0,2.0,714.0,1417.0,4852.0,79.0,73.0,390.0,257.0,12723.0
2015-05-10 19:00:00,523.0,0.0,4479.0,3327.0,412.0,0.0,731.0,2660.0,4857.0,79.0,74.0,94.0,252.0,12153.0
2015-05-10 20:00:00,524.0,0.0,5068.0,3669.0,406.0,0.0,741.0,3359.0,4859.0,79.0,74.0,53.0,263.0,12153.0
2015-05-10 21:00:00,529.0,0.0,4816.0,3577.0,412.0,115.0,746.0,2999.0,4864.0,79.0,73.0,47.0,265.0,12018.0
2015-05-10 22:00:00,534.0,0.0,4078.0,3170.0,391.0,568.0,731.0,1811.0,4869.0,79.0,72.0,47.0,264.0,12236.0
2015-05-10 23:00:00,531.0,0.0,4057.0,2748.0,397.0,1205.0,705.0,935.0,4873.0,80.0,70.0,45.0,262.0,12443.0
2015-05-11 00:00:00,569.0,402.0,4087.0,5270.0,349.0,437.0,627.0,1185.0,5039.0,52.0,67.0,16.0,272.0,5781.0
2015-05-11 01:00:00,562.0,369.0,3914.0,4375.0,333.0,715.0,606.0,938.0,5038.0,51.0,65.0,16.0,270.0,5916.0
2015-05-11 02:00:00,562.0,380.0,3913.0,4305.0,331.0,1127.0,593.0,563.0,5039.0,51.0,66.0,16.0,268.0,5912.0
2015-05-11 03:00:00,533.0,360.0,3839.0,4070.0,329.0,1576.0,597.0,451.0,5043.0,51.0,66.0,16.0,264.0,5933.0
2015-05-11 04:00:00,534.0,353.0,3856.0,4095.0,319.0,1861.0,601.0,479.0,5045.0,51.0,64.0,16.0,262.0,5975.0
2015-05-11 05:00:00,554.0,377.0,3906.0,4284.0,335.0,1973.0,599.0,605.0,5046.0,51.0,65.0,16.0,264.0,6177.0
2015-05-11 06:00:00,568.0,473.0,4208.0,5507.0,337.0,1031.0,660.0,801.0,5045.0,51.0,65.0,16.0,268.0,6283.0
2015-05-11 07:00:00,573.0,559.0,4716.0,6711.0,364.0,304.0,741.0,1376.0,5045.0,51.0,65.0,23.0,270.0,6189.0
2015-05-11 08:00:00,563.0,589.0,4762.0,7114.0,383.0,1.0,761.0,2283.0,5045.0,57.0,66.0,297.0,274.0,5692.0
2015-05-11 09:00:00,563.0,618.0,5184.0,7158.0,375.0,2.0,788.0,2261.0,5046.0,54.0,68.0,934.0,273.0,5393.0
2015-05-11 10:00:00,570.0,616.0,5220.0,7051.0,384.0,1.0,795.0,2435.0,5049.0,53.0,68.0,1507.0,272.0,5408.0
2015-05-11 11:00:00,563.0,597.0,5196.0,7009.0,380.0,5.0,811.0,2566.0,5046.0,52.0,71.0,1891.0,270.0,5308.0
2015-05-11 12:00:00,564.0,607.0,5283.0,7089.0,385.0,1.0,825.0,2560.0,5045.0,55.0,70.0,2165.0,270.0,5348.0
2015-05-11 13:00:00,566.0,605.0,5325.0,7155.0,394.0,5.0,837.0,2579.0,5045.0,55.0,67.0,2197.0,274.0,5343.0
2015-05-11 14:00:00,566.0,603.0,5138.0,7237.0,391.0,1.0,832.0,2036.0,5044.0,50.0,70.0,2239.0,264.0,5166.0
2015-05-11 15:00:00,570.0,624.0,5207.0,7204.0,388.0,1.0,862.0,1743.0,5038.0,52.0,72.0,2159.0,264.0,4761.0
2015-05-11 16:00:00,570.0,628.0,5299.0,6945.0,395.0,6.0,861.0,2144.0,5037.0,55.0,70.0,1909.0,271.0,4615.0
2015-05-11 17:00:00,572.0,595.0,5839.0,6910.0,396.0,1.0,892.0,4034.0,5036.0,55.0,71.0,920.0,275.0,4510.0
2015-05-11 18:00:00,572.0,593.0,6815.0,6963.0,395.0,1.0,887.0,6304.0,5029.0,51.0,74.0,255.0,279.0,4544.0
2015-05-11 19:00:00,575.0,625.0,6949.0,7060.0,387.0,1.0,890.0,5275.0,5032.0,51.0,74.0,74.0,284.0,4760.0
2015-05-11 20:00:00,579.0,625.0,7096.0,7070.0,393.0,1.0,889.0,4984.0,5030.0,51.0,75.0,59.0,283.0,4817.0
2015-05-11 21:00:00,579.0,586.0,6191.0,6909.0,392.0,1.0,865.0,4270.0,5031.0,51.0,73.0,54.0,277.0,4923.0
2015-05-11 22:00:00,575.0,575.0,5357.0,6916.0,395.0,1.0,822.0,2837.0,5034.0,51.0,71.0,54.0,271.0,4903.0
2015-05-11 23:00:00,574.0,573.0,4987.0,6576.0,387.0,278.0,749.0,1208.0,5038.0,50.0,70.0,38.0,272.0,4879.0
2015-05-12 00:00:00,476.0,932.0,6122.0,7723.0,368.0,112.0,750.0,2145.0,6091.0,89.0,71.0,29.0,239.0,2085.0
2015-05-12 01:00:00,471.0,917.0,5189.0,7685.0,361.0,366.0,745.0,1820.0,6090.0,89.0,72.0,29.0,240.0,2152.0
2015-05-12 02:00:00,471.0,876.0,4982.0,7550.0,358.0,516.0,648.0,464.0,6090.0,89.0,73.0,29.0,237.0,2416.0
2015-05-12 03:00:00,464.0,829.0,4609.0,7260.0,340.0,641.0,555.0,312.0,6092.0,89.0,71.0,29.0,233.0,2706.0
2015-05-12 04:00:00,462.0,857.0,4482.0,7208.0,333.0,1225.0,552.0,341.0,6092.0,88.0,72.0,29.0,235.0,2853.0
2015-05-12 05:00:00,467.0,836.0,4423.0,7208.0,330.0,1446.0,553.0,270.0,6093.0,88.0,72.0,29.0,236.0,3138.0
2015-05-12 06:00:00,475.0,815.0,5304.0,7244.0,309.0,1683.0,556.0,328.0,6093.0,88.0,70.0,28.0,234.0,3221.0
2015-05-12 07:00:00,476.0,864.0,5411.0,7381.0,302.0,919.0,564.0,347.0,6092.0,88.0,73.0,29.0,234.0,3303.0
2015-05-12 08:00:00,478.0,820.0,5715.0,7252.0,308.0,256.0,585.0,484.0,6094.0,88.0,74.0,70.0,237.0,3381.0
2015-05-12 09:00:00,481.0,861.0,6898.0,7575.0,306.0,54.0,668.0,763.0,6093.0,87.0,73.0,769.0,235.0,3268.0
2015-05-12 10:00:00,489.0,885.0,7195.0,7723.0,303.0,1.0,757.0,1305.0,6092.0,87.0,71.0,1794.0,234.0,2997.0
2015-05-12 11:00:00,491.0,867.0,6911.0,7657.0,301.0,1.0,743.0,1419.0,6096.0,85.0,74.0,2687.0,234.0,2712.0
2015-05-12 12:00:00,494.0,860.0,6678.0,7586.0,287.0,1.0,728.0,824.0,6097.0,85.0,74.0,3212.0,235.0,2655.0
2015-05-12 13:00:00,492.0,887.0,6438.0,7571.0,287.0,1.0,722.0,746.0,6093.0,85.0,71.0,3303.0,235.0,2667.0
2015-05-12 14:00:00,492.0,811.0,6117.0,7465.0,289.0,1.0,588.0,801.0,6092.0,85.0,70.0,3259.0,236.0,2587.0
2015-05-12 15:00:00,492.0,830.0,5894.0,7316.0,290.0,263.0,578.0,735.0,6090.0,87.0,72.0,3037.0,234.0,2489.0
2015-05-12 16:00:00,492.0,840.0,6043.0,7261.0,301.0,365.0,579.0,753.0,6088.0,88.0,72.0,2207.0,231.0,2281.0
2015-05-12 17:00:00,493.0,874.0,7253.0,7308.0,317.0,219.0,659.0,1024.0,6089.0,89.0,73.0,831.0,236.0,2318.0
2015-05-12 18:00:00,493.0,878.0,8135.0,7383.0,320.0,1.0,760.0,2404.0,6089.0,88.0,72.0,117.0,234.0,2454.0
2015-05-12 19:00:00,492.0,879.0,8292.0,7413.0,320.0,1.0,767.0,2999.0,6090.0,89.0,73.0,54.0,237.0,2506.0
2015-05-12 20:00:00,492.0,870.0,8283.0,7512.0,321.0,1.0,774.0,3129.0,6090.0,90.0,74.0,53.0,238.0,2586.0
2015-05-12 21:00:00,486.0,871.0,8422.0,7484.0,330.0,1.0,751.0,2564.0,6091.0,90.0,73.0,45.0,238.0,2813.0
2015-05-12 22:00:00,508.0,817.0,8194.0,7407.0,336.0,23.0,704.0,1577.0,6090.0,90.0,72.0,43.0,238.0,3118.0
2015-05-12 23:00:00,542.0,807.0,7328.0,7192.0,336.0,233.0,723.0,947.0,6090.0,90.0,73.0,35.0,239.0,3373.0
2015-05-13 00:00:00,497.0,891.0,4196.0,4488.0,367.0,123.0,1004.0,1975.0,5056.0,82.0,67.0,221.0,196.0,6098.0
2015-05-13 01:00:00,496.0,917.0,4273.0,4207.0,363.0,360.0,1001.0,1887.0,5054.0,83.0,69.0,195.0,198.0,6029.0
2015-05-13 02:00:00,498.0,796.0,4179.0,4018.0,359.0,679.0,992.0,2226.0,5042.0,83.0,68.0,162.0,190.0,5784.0
2015-05-13 03:00:00,494.0,704.0,4260.0,3861.0,347.0,711.0,995.0,2271.0,5038.0,82.0,68.0,120.0,170.0,5479.0
2015-05-13 04:00:00,496.0,744.0,4335.0,3861.0,355.0,744.0,990.0,2353.0,5040.0,82.0,68.0,119.0,168.0,5090.0
2015-05-13 05:00:00,494.0,909.0,4386.0,3984.0,359.0,739.0,989.0,2430.0,5043.0,82.0,67.0,108.0,173.0,4821.0
2015-05-13 06:00:00,500.0,961.0,4599.0,4219.0,365.0,346.0,1055.0,2265.0,5055.0,83.0,68.0,66.0,174.0,4824.0
2015-05-13 07:00:00,482.0,969.0,4569.0,4287.0,369.0,52.0,1009.0,3075.0,5062.0,82.0,68.0,128.0,176.0,5061.0
2015-05-13 08:00:00,491.0,978.0,4583.0,4334.0,367.0,0.0,1133.0,4369.0,5062.0,82.0,68.0,570.0,175.0,5021.0
2015-05-13 09:00:00,501.0,966.0,4700.0,4330.0,367.0,0.0,1212.0,5494.0,5062.0,80.0,68.0,1352.0,175.0,4862.0
2015-05-13 10:00:00,504.0,975.0,4491.0,4352.0,370.0,0.0,1225.0,5663.0,5061.0,81.0,67.0,2347.0,136.0,4507.0
2015-05-13 11:00:00,515.0,975.0,4372.0,4380.0,366.0,0.0,1206.0,5449.0,5046.0,84.0,67.0,3185.0,131.0,4988.0
2015-05-13 12:00:00,522.0,930.0,4263.0,4390.0,361.0,0.0,1188.0,4759.0,5042.0,83.0,69.0,3908.0,130.0,6001.0
2015-05-13 13:00:00,525.0,899.0,4238.0,4345.0,367.0,38.0,1129.0,4069.0,5035.0,83.0,70.0,4232.0,117.0,6929.0
2015-05-13 14:00:00,529.0,881.0,4398.0,4481.0,369.0,56.0,1103.0,3074.0,5045.0,84.0,73.0,4375.0,110.0,7506.0
2015-05-13 15:00:00,501.0,871.0,4218.0,4581.0,366.0,94.0,1009.0,3393.0,5050.0,85.0,70.0,4182.0,122.0,7629.0
2015-05-13 16:00:00,466.0,901.0,4367.0,4720.0,369.0,111.0,1018.0,3600.0,5048.0,84.0,72.0,3709.0,125.0,7700.0
2015-05-13 17:00:00,475.0,963.0,4474.0,4873.0,372.0,110.0,1018.0,4618.0,5049.0,85.0,72.0,3052.0,122.0,7171.0
2015-05-13 18:00:00,477.0,965.0,4567.0,4914.0,369.0,111.0,1096.0,5216.0,5046.0,88.0,73.0,2246.0,138.0,6711.0
2015-05-13 19:00:00,492.0,976.0,4998.0,4934.0,371.0,38.0,1079.0,5375.0,5045.0,82.0,74.0,1343.0,155.0,6107.0
2015-05-13 20:00:00,487.0,962.0,4990.0,4956.0,382.0,96.0,1163.0,5678.0,5047.0,83.0,71.0,539.0,166.0,5593.0
2015-05-13 21:00:00,500.0,964.0,5069.0,4977.0,385.0,4.0,1170.0,5610.0,5048.0,84.0,76.0,177.0,166.0,5472.0
2015-05-13 22:00:00,493.0,921.0,4814.0,4987.0,384.0,0.0,1046.0,5074.0,5050.0,83.0,75.0,87.0,168.0,5659.0
2015-05-13 23:00:00,503.0,819.0,4353.0,4907.0,379.0,0.0,1015.0,3073.0,5049.0,82.0,72.0,54.0,168.0,6088.0
2015-05-14 00:00:00,485.0,556.0,4063.0,4450.0,363.0,89.0,995.0,2821.0,5050.0,82.0,71.0,54.0,171.0,6589.0
2015-05-14 01:00:00,485.0,297.0,3998.0,4098.0,353.0,210.0,974.0,2567.0,5053.0,82.0,69.0,53.0,169.0,6701.0
2015-05-14 02:00:00,488.0,86.0,3869.0,3675.0,348.0,581.0,960.0,2706.0,5052.0,82.0,71.0,53.0,170.0,7114.0
2015-05-14 03:00:00,487.0,0.0,3935.0,3507.0,339.0,683.0,943.0,2491.0,5056.0,83.0,71.0,53.0,173.0,7286.0
2015-05-14 04:00:00,493.0,0.0,3816.0,3455.0,344.0,842.0,938.0,2480.0,5057.0,83.0,69.0,53.0,174.0,7538.0
2015-05-14 05:00:00,490.0,0.0,3669.0,3480.0,356.0,797.0,938.0,2567.0,5058.0,83.0,70.0,53.0,175.0,7416.0
2015-05-14 06:00:00,510.0,0.0,3788.0,3441.0,365.0,564.0,962.0,3751.0,5056.0,82.0,65.0,53.0,173.0,7060.0
2015-05-14 07:00:00,515.0,0.0,3872.0,3597.0,363.0,90.0,1017.0,4098.0,5058.0,82.0,65.0,115.0,172.0,6618.0
2015-05-14 08:00:00,505.0,0.0,3894.0,3801.0,362.0,0.0,1054.0,5490.0,5057.0,83.0,69.0,593.0,156.0,6056.0
2015-05-14 09:00:00,499.0,0.0,4302.0,3867.0,375.0,0.0,1120.0,6776.0,5057.0,83.0,60.0,1372.0,158.0,5318.0
2015-05-14 10:00:00,493.0,0.0,4183.0,3907.0,380.0,0.0,1176.0,6439.0,5058.0,82.0,67.0,2529.0,125.0,5636.0
