datetime,generation biomass,generation hydro water reservoir,generation other renewable,generation solar,generation waste,generation wind onshore,price day ahead,price actual,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,year,month,day,hour,season,total load actual
2016-04-02 12:00,543,5099,75,4016,214,5697,37.92,35.26,283.25,1013,46,1,210,0,0,0,0,2016,4,2,12,spring,33936
2016-04-02 13:00,543,4821,79,4224,233,5188,39.9,36.41,285.664,1012,41,2,206,0,0,0,0,2016,4,2,13,spring,33689
2016-04-02 14:00,543,4623,82,4121,232,4681,38.01,33.18,287.32,1012,35,4,220,0,0,0,0,2016,4,2,14,spring,32523
2016-04-02 15:00,542,4916,78,3907,234,4326,38.14,29.71,288.674,1010,32,4,216,0,0,0,0,2016,4,2,15,spring,31922
2016-04-02 16:00,538,5657,79,3281,234,3983,39.5,28.12,289.27,1010,27,4,230,0,0,0,0,2016,4,2,16,spring,31741
2016-04-02 17:00,538,6718,83,1961,237,3847,39.9,28.39,289.375,1010,27,4,210,0,0,0,0,2016,4,2,17,spring,31769
2016-04-02 18:00,539,7727,85,517,233,3912,42.75,31.27,289.48,1010,27,3,190,0,0,0,0,2016,4,2,18,spring,33078
2016-04-02 19:00,541,8175,83,132,232,4033,45.69,36.13,289.24,1009,27,4,200,0,0,0,0,2016,4,2,19,spring,35536
2016-04-02 20:00,536,8156,84,64,233,4102,49.34,38.61,288.355,1009,30,3,210,0,0,0,0,2016,4,2,20,spring,35934
2016-04-02 21:00,537,7886,84,37,235,4057,47.33,39.14,287.47,1010,33,3,220,0,0,0,0,2016,4,2,21,spring,35173
2016-04-02 22:00,539,6955,85,37,238,4091,41,36.05,286.435,1010,34,3,225,0,0,0,0,2016,4,2,22,spring,32650
2016-04-02 23:00,535,5112,84,27,235,4050,37.92,32.15,285.4,1011,35,3,230,0,0,0,0,2016,4,2,23,spring,29646
2016-04-03 0:00,512,5934,72,291,198,6806,27.05,28.27,285.3,1011,57,3,230,0,0,0,10,2016,4,3,0,spring,27486
2016-04-03 1:00,489,5716,72,138,198,6455,23.94,27.12,285.2,1011,80,3,230,0,0,0,20,2016,4,3,1,spring,25718
2016-04-03 2:00,444,5680,72,101,201,6501,20,24.18,284.79,1011,80,2,190,0,0,0,40,2016,4,3,2,spring,24532
2016-04-03 3:00,428,5312,72,70,201,6843,19.19,21.9,283.37,1011,46,2,180,0,0,0,20,2016,4,3,3,spring,24094
2016-04-03 4:00,428,5013,72,65,201,6925,17.63,19.07,280.4265,1011,63,2,187,0,0,0,20,2016,4,3,4,spring,24021
2016-04-03 5:00,418,4851,71,65,202,7271,18.1,18.98,281.56,1010,57,1,130,0,0,0,20,2016,4,3,5,spring,24599
2016-04-03 6:00,418,6076,70,65,206,7601,20,20.78,281.66,1010,53,1,200,0,0,0,20,2016,4,3,6,spring,27232
2016-04-03 7:00,466,7329,78,122,205,7713,25.56,21.48,281.39,1010,57,1,120,0,0,0,75,2016,4,3,7,spring,31238
2016-04-03 8:00,484,7564,78,634,204,8169,33.97,20.98,282,1010,53,2,150,0,0,0,75,2016,4,3,8,spring,33630
2016-04-03 9:00,485,7697,78,1776,198,8138,33.48,25.86,280.223,1011,71,3,186,0,0,0,48,2016,4,3,9,spring,34465
2016-04-03 10:00,461,7369,78,2943,174,8792,32.03,24.2,284.11,1011,57,4,190,0,0,0,40,2016,4,3,10,spring,34846
2016-04-03 11:00,452,7242,70,3632,172,9685,25,26.22,284.995,1011,52,5,195,0,0,0,57,2016,4,3,11,spring,34878
2016-04-03 12:00,422,6381,69,3890,181,10847,20.01,24.43,285.88,1012,47,6,200,0,0,0,75,2016,4,3,12,spring,34510
2016-04-03 13:00,402,5699,63,3901,179,11817,17,22.25,285.6665,1011,53,5,210,0.3,0,0,41,2016,4,3,13,spring,34168
2016-04-03 14:00,414,5058,64,3712,172,12847,12.3,18.48,286.83,1011,66,6,190,0,0,0,40,2016,4,3,14,spring,32937
2016-04-03 15:00,405,4839,65,3280,174,13892,10.94,16.95,285.8615,1011,57,6,225,0.3,0,0,41,2016,4,3,15,spring,32148
2016-04-03 16:00,402,4767,65,2597,175,14239,10.5,13.62,286.27,1011,54,7,230,0,0,0,75,2016,4,3,16,spring,31777
2016-04-03 17:00,396,4909,64,1858,172,14273,10.7,15.14,285.245,1011,62,7,235,0,0,0,75,2016,4,3,17,spring,31805
2016-04-03 18:00,397,5198,64,889,168,13650,12.4,16.86,284.22,1011,71,7,240,0,0,0,75,2016,4,3,18,spring,32004
2016-04-03 19:00,401,7139,64,401,172,13458,19,20.07,284.01,1011,62,5,240,0,0,0,75,2016,4,3,19,spring,34480
2016-04-03 20:00,400,7035,64,316,173,13206,21,29.7,283.31,1011,66,4,235,0,0,0,75,2016,4,3,20,spring,35306
2016-04-03 21:00,400,7128,66,218,174,13178,20,34.06,282.61,1012,71,4,230,0.3,0,0,75,2016,4,3,21,spring,34427
2016-04-03 22:00,405,6303,65,140,177,13011,14.1,32.64,282.46,1012,68,4,220,0,0,0,47,2016,4,3,22,spring,32405
2016-04-03 23:00,402,5218,67,133,177,13050,12.2,27.93,282.31,1013,66,3,210,0,0,0,20,2016,4,3,23,spring,29827
2016-04-04 0:00,388,3840,64,157,130,6996,21,28.55,281.68,1013,70,3,190,0,0,0,20,2016,4,4,0,spring,24756
2016-04-04 1:00,386,3815,64,155,132,6575,19.59,28.1,281.05,1013,75,2,170,0,0,0,20,2016,4,4,1,spring,22986
2016-04-04 2:00,376,3879,64,124,130,6257,19.15,27.74,281.15,1012,78,2,170,0,0,0,30,2016,4,4,2,spring,22168
2016-04-04 3:00,368,3906,62,90,132,5708,18.75,27.11,281.25,1012,81,2,170,0,0,0,40,2016,4,4,3,spring,21713
2016-04-04 4:00,369,3987,62,59,131,5469,18.72,26.48,281.18,1011,87,2,170,0.3,0,0,75,2016,4,4,4,spring,21685
2016-04-04 5:00,374,4326,63,59,130,5732,20.28,27.56,280.75,1010,87,2,160,0.3,0,0,75,2016,4,4,5,spring,22525
2016-04-04 6:00,377,4780,64,59,132,6082,24.69,31.87,280.57,1009,93,2,155,0,0,0,75,2016,4,4,6,spring,25388
2016-04-04 7:00,385,6481,69,73,129,6562,31.03,38.41,280.39,1008,100,2,150,0.9,0,0,75,2016,4,4,7,spring,29217
2016-04-04 8:00,384,6625,74,93,129,7419,32.3,41.91,280.35,1007,100,1,120,0,0,0,75,2016,4,4,8,spring,31378
2016-04-04 9:00,383,7327,77,289,131,7701,35.76,43.12,280.519,1006,98,3,256,0.3,0,0,91,2016,4,4,9,spring,32952
2016-04-04 10:00,381,7267,79,492,136,8127,33.08,41.12,280.29,1006,100,3,330,0.9,0,0,90,2016,4,4,10,spring,33999
2016-04-04 11:00,383,6678,81,601,138,8607,31.2,39.63,281.015,1005,96,2,265,0,0,0,90,2016,4,4,11,spring,34190
2016-04-04 12:00,382,6259,82,762,131,8743,29.55,38.06,281.74,1005,93,2,200,0.9,0,0,90,2016,4,4,12,spring,34481
2016-04-04 13:00,383,6250,78,926,128,7820,29.01,37.84,282.24,1005,93,3,190,0.9,0,0,90,2016,4,4,13,spring,34113
2016-04-04 14:00,388,6268,80,806,130,6920,29,37.87,282.59,1004,93,2,360,0.9,0,0,75,2016,4,4,14,spring,32881
2016-04-04 15:00,391,6698,80,698,132,6211,30.19,38.2,283.82,1003,81,4,220,0.3,0,0,75,2016,4,4,15,spring,32076
2016-04-04 16:00,396,6369,78,572,137,6246,27.59,35.33,283.47,1002,84,4,210,0,0,0,75,2016,4,4,16,spring,31741
2016-04-04 17:00,393,6719,79,408,144,6028,29.25,37.07,283.12,1001,87,3,200,0.3,0,0,75,2016,4,4,17,spring,31706
2016-04-04 18:00,393,7182,83,290,141,6258,29.69,38.63,282.29,1001,93,1,180,0.3,0,0,90,2016,4,4,18,spring,31612
2016-04-04 19:00,394,8380,86,163,146,5768,32.5,41.4,282.2225,1000,89,2,234,3,0,0,45,2016,4,4,19,spring,31712
2016-04-04 20:00,387,7922,85,37,147,5866,36.1,46.09,282.15,1001,93,1,90,0.3,0,0,90,2016,4,4,20,spring,33061
2016-04-04 21:00,381,7907,89,17,150,5965,36.43,46.92,282.05,1001,93,0,90,0.3,0,0,90,2016,4,4,21,spring,34181
2016-04-04 22:00,381,6844,81,17,152,5910,30.3,39.15,281.51,1001,93,0,0,0,0,0,75,2016,4,4,22,spring,31338
2016-04-04 23:00,377,6290,76,17,148,6021,25.96,34.55,281.28,1001,96,1,170,0,0,0,57,2016,4,4,23,spring,28650
2016-04-05 0:00,266,4227,84,725,239,6657,24.56,29.05,281.05,1002,100,2,340,0,0,0,40,2016,4,5,0,spring,25117
2016-04-05 1:00,274,4007,83,723,238,6072,22.04,25.64,280.965,1002,96,1,170,0,0,0,40,2016,4,5,1,spring,23665
2016-04-05 2:00,297,3908,84,720,235,5321,21.95,21.87,280.88,1002,93,0,0,0,0,0,40,2016,4,5,2,spring,22692
2016-04-05 3:00,310,3888,84,718,235,4733,21.69,18.83,281,1002,93,1,165,0,0,0,57,2016,4,5,3,spring,22281
2016-04-05 4:00,322,3948,82,717,232,4339,22.14,18.71,281.12,1002,93,1,330,0.9,0,0,75,2016,4,5,4,spring,22198
2016-04-05 5:00,318,3961,82,648,228,4185,23.59,18.6,281.15,1003,93,1,0,0.9,0,0,75,2016,4,5,5,spring,22701
2016-04-05 6:00,320,4852,85,430,230,4043,31.47,23.25,281.12,1003,81,4,350,0,0,0,75,2016,4,5,6,spring,24784
2016-04-05 7:00,332,6121,86,317,226,3973,35.05,28,280.71,1004,81,4,360,0,0,0,75,2016,4,5,7,spring,27249
2016-04-05 8:00,331,7050,86,880,219,3719,35.97,31.15,280.66,1004,70,8,10,0,0,0,75,2016,4,5,8,spring,29388
2016-04-05 9:00,329,7496,84,2093,218,3197,32.79,34.04,282.67,1006,70,5,360,0,0,0,0,2016,4,5,9,spring,30576
2016-04-05 10:00,331,7098,86,3112,223,3144,32.15,34.04,283.87,1007,66,6,360,0,0,0,0,2016,4,5,10,spring,31008
2016-04-05 11:00,310,7156,85,3565,233,3077,32.49,32.61,284.8,1008,62,8,360,0,0,0,0,2016,4,5,11,spring,31256
2016-04-05 12:00,320,7206,85,4048,227,2928,33.69,32.53,285.35,1008,56,8,360,0,0,0,10,2016,4,5,12,spring,31581
2016-04-05 13:00,321,6748,82,4253,222,2888,33.69,34.33,285.9,1009,50,8,360,0,0,0,20,2016,4,5,13,spring,31431
2016-04-05 14:00,323,5784,87,4169,226,2903,34.01,32.22,285.75,1009,54,9,360,0,0,0,20,2016,4,5,14,spring,30373
2016-04-05 15:00,329,6209,85,3879,234,2921,33.6,31.2,287.41,1009,47,7,350,0,0,0,40,2016,4,5,15,spring,29655
2016-04-05 16:00,333,5943,87,3504,251,3226,33.69,29.65,287.33,1009,47,8,350,0,0,0,75,2016,4,5,16,spring,29397
2016-04-05 17:00,333,6336,80,2893,257,3278,36.01,30.06,287.87,1010,44,8,350,0,0,0,40,2016,4,5,17,spring,29304
2016-04-05 18:00,332,6626,86,2064,255,3316,33.69,29.89,287.84,1010,41,9,350,0,0,0,40,2016,4,5,18,spring,28938
2016-04-05 19:00,334,7023,89,984,257,3304,33.5,32.85,287.72,1010,44,9,350,0,0,0,20,2016,4,5,19,spring,28900
2016-04-05 20:00,335,7793,96,301,257,3534,36.42,39.58,285.81,1011,50,7,350,0,0,0,0,2016,4,5,20,spring,29648
2016-04-05 21:00,336,8521,96,131,260,3790,43.51,37.9,284.44,1012,54,8,350,0,0,0,0,2016,4,5,21,spring,31127
2016-04-05 22:00,334,7698,93,112,255,3885,36.15,33.9,283.575,1013,55,6,185,0,0,0,0,2016,4,5,22,spring,29185
2016-04-05 23:00,333,6091,82,114,253,4121,33.15,31.38,282.71,1014,57,4,20,0,0,0,0,2016,4,5,23,spring,26783
2016-04-06 0:00,328,3018,87,638,245,3612,42,31.87,282.16,1015,61,3,10,0,0,0,0,2016,4,6,0,spring,25715
2016-04-06 1:00,320,2474,87,607,238,3448,41.35,29.2,279.85,1015,65,2,360,0,0,0,0,2016,4,6,1,spring,24117
2016-04-06 2:00,318,2555,87,607,241,3215,43.36,27.32,279.69,1015,65,1,340,0,0,0,0,2016,4,6,2,spring,23070
2016-04-06 3:00,318,1918,86,594,239,3147,41.02,26.63,278.85,1015,70,1,20,0,0,0,40,2016,4,6,3,spring,22502
2016-04-06 4:00,328,1547,84,491,238,3206,40.01,26.82,277.524,1015,75,2,23,0,0,0,20,2016,4,6,4,spring,22108
2016-04-06 5:00,326,1488,84,399,246,3121,40,27.77,278.89,1015,85,1,10,0,0,0,40,2016,4,6,5,spring,21825
2016-04-06 6:00,323,1857,86,297,248,2719,40,34.29,278.75,1015,85,0,30,0,0,0,20,2016,4,6,6,spring,21757
2016-04-06 7:00,324,1853,87,359,246,2291,40.07,40.39,277.53,1015,86,2,20,0,0,0,20,2016,4,6,7,spring,22234
2016-04-06 8:00,322,2189,87,899,248,2006,39.55,46.86,278.3,1016,86,2,10,0,0,0,0,2016,4,6,8,spring,24020
2016-04-06 9:00,326,3817,86,2073,250,1635,39.07,48.58,280.33,1016,75,2,350,0,0,0,0,2016,4,6,9,spring,26364
2016-04-06 10:00,320,5659,86,3072,247,1450,36.69,44.56,284.65,1017,61,1,10,0,0,0,0,2016,4,6,10,spring,27957
2016-04-06 11:00,324,5244,84,3911,242,1345,38.38,42.19,284.56,1018,61,2,10,0,0,0,0,2016,4,6,11,spring,28364
2016-04-06 12:00,326,4702,85,4623,250,1271,38.69,39.35,285.75,1018,54,3,30,0,0,0,0,2016,4,6,12,spring,28346
2016-04-06 13:00,327,4230,87,4947,251,1494,39.23,39.71,286.45,1017,47,3,10,0,0,0,0,2016,4,6,13,spring,28475
2016-04-06 14:00,329,3054,86,4978,250,1903,40.69,39.47,288.36,1016,44,3,350,0,0,0,20,2016,4,6,14,spring,27726
2016-04-06 15:00,330,2101,87,4738,249,2210,39.69,37.59,288.82,1016,48,3,290,0,0,0,20,2016,4,6,15,spring,26400
2016-04-06 16:00,329,1692,88,4525,249,2710,38,34.29,290.91,1015,39,3,340,0,0,0,20,2016,4,6,16,spring,25420
2016-04-06 17:00,329,1584,88,4290,245,3020,36.69,32.91,291.15,1015,36,2,290,0,0,0,20,2016,4,6,17,spring,25313
2016-04-06 18:00,330,1453,89,3782,246,3223,36.69,33.41,292.3,1014,32,0,40,0,0,0,20,2016,4,6,18,spring,25257
2016-04-06 19:00,330,1594,88,3175,245,3549,39,36.71,292.37,1013,30,1,10,0,0,0,20,2016,4,6,19,spring,25388
2016-04-06 20:00,336,3214,85,2170,246,3369,38.79,40.33,291.91,1014,32,2,350,0,0,0,20,2016,4,6,20,spring,25883
2016-04-06 21:00,338,3985,85,1026,233,3179,41.7,41.56,288.03,1014,38,4,10,0,0,0,0,2016,4,6,21,spring,26645
2016-04-06 22:00,340,4617,84,736,237,2531,42,42.21,286.27,1015,44,5,360,0,0,0,0,2016,4,6,22,spring,26949
2016-04-06 23:00,339,3813,87,712,253,2132,40.69,40.89,285.055,1015,48,3,180,0,0,0,0,2016,4,6,23,spring,25321
2016-04-07 0:00,325,1515,85,617,289,7729,35.41,31.96,283.84,1016,53,1,0,0,0,0,0,2016,4,7,0,spring,26198
2016-04-07 1:00,327,1440,78,600,293,7103,31.67,27.71,284.08,1016,50,1,0,0,0,0,0,2016,4,7,1,spring,24497
2016-04-07 2:00,328,921,78,560,295,6325,31.67,24.81,281.98,1016,61,2,320,0,0,0,0,2016,4,7,2,spring,23321
2016-04-07 3:00,324,925,79,436,295,5787,31.67,22.4,281.39,1016,61,1,0,0,0,0,0,2016,4,7,3,spring,22831
2016-04-07 4:00,327,852,78,286,291,5186,31.67,22.12,280.47,1016,61,1,0,0,0,0,0,2016,4,7,4,spring,22901
2016-04-07 5:00,328,815,78,241,285,4416,31.67,25.84,279.83,1016,63,1,20,0,0,0,0,2016,4,7,5,spring,23414
2016-04-07 6:00,326,911,76,159,292,4073,32.4,32.06,279.19,1016,65,1,40,0,0,0,0,2016,4,7,6,spring,25075
2016-04-07 7:00,332,1003,82,261,290,3960,40.11,35.11,278.37,1016,80,1,340,0,0,0,0,2016,4,7,7,spring,27414
2016-04-07 8:00,334,1636,82,791,288,3509,41.83,40.37,278.32,1017,80,3,360,0,0,0,0,2016,4,7,8,spring,29980
2016-04-07 9:00,337,2653,83,1921,286,2960,42.73,39.44,282.62,1017,70,2,24,0,0,0,0,2016,4,7,9,spring,32326
2016-04-07 10:00,334,3530,81,3456,289,2780,42.08,38.02,283.06,1017,61,0,0,0,0,0,0,2016,4,7,10,spring,33658
2016-04-07 11:00,330,3711,86,4311,287,2953,42.91,36.96,287.12,1018,57,1,20,0,0,0,0,2016,4,7,11,spring,34367
2016-04-07 12:00,332,3918,84,4802,288,3257,44.57,34.74,287.16,1017,50,1,10,0,0,0,0,2016,4,7,12,spring,35035
2016-04-07 13:00,335,2619,83,4965,282,3387,47.1,33.48,287.67,1017,47,2,360,0,0,0,0,2016,4,7,13,spring,35586
2016-04-07 14:00,338,2308,86,4956,280,3459,47.12,33.13,289.32,1016,41,1,330,0,0,0,0,2016,4,7,14,spring,35003
2016-04-07 15:00,330,2062,84,4876,278,3506,46.94,31.12,289.75,1016,42,2,0,0,0,0,0,2016,4,7,15,spring,34508
2016-04-07 16:00,347,2558,85,4654,280,3782,45.83,30.46,291.88,1014,39,1,0,0,0,0,0,2016,4,7,16,spring,34416
2016-04-07 17:00,351,2524,86,4195,281,4244,46.69,30.08,291.96,1014,37,2,310,0,0,0,0,2016,4,7,17,spring,34452
2016-04-07 18:00,356,3133,85,3417,279,4752,44.68,29.95,293.37,1013,30,1,0,0,0,0,0,2016,4,7,18,spring,33730
2016-04-07 19:00,358,3213,83,2501,290,5847,42.83,31.94,291.61,1012,37,4,360,0,0,0,0,2016,4,7,19,spring,33076
2016-04-07 20:00,361,3525,87,1524,294,6158,43,38.2,290.96,1012,39,5,10,0,0,0,0,2016,4,7,20,spring,32479
2016-04-07 21:00,363,3938,85,817,299,5466,44.54,41.05,287.88,1013,47,5,360,0,0,0,0,2016,4,7,21,spring,32148
2016-04-07 22:00,363,3364,86,652,301,5319,44.72,36.03,285.686,1014,55,4,352,0,0,0,0,2016,4,7,22,spring,31693
2016-04-07 23:00,360,2434,87,648,299,4793,43,32.88,285.65,1014,54,1,40,0,0,0,0,2016,4,7,23,spring,29512
2016-04-08 0:00,362,1434,84,614,319,4751,46.1,28.19,284.081,1014,61,2,192,0,0,0,10,2016,4,8,0,spring,28595
2016-04-08 1:00,372,1119,81,606,317,4441,43.69,28.49,284.67,1014,58,2,40,0,0,0,20,2016,4,8,1,spring,26781
2016-04-08 2:00,384,637,82,598,313,3962,41.51,24.78,284.34,1015,54,5,40,0,0,0,20,2016,4,8,2,spring,25399
2016-04-08 3:00,395,569,82,551,312,3681,40.56,23.11,281.74,1015,49,8,360,0,0,0,20,2016,4,8,3,spring,24573
2016-04-08 4:00,399,741,82,491,316,3236,40,22.36,280.962,1015,56,7,188,0,0.003,0,10,2016,4,8,4,spring,24225
2016-04-08 5:00,396,713,81,451,316,2958,40.69,23.5,279.51,1016,52,5,360,0,0,0,20,2016,4,8,5,spring,24469
2016-04-08 6:00,397,943,81,329,319,2752,43.69,27.71,279.327,1016,60,4,13,0,0.003,0,10,2016,4,8,6,spring,25766
2016-04-08 7:00,400,1731,82,273,324,2828,44.14,29.68,278.47,1016,56,4,10,0,0,0,20,2016,4,8,7,spring,27392
2016-04-08 8:00,405,2686,84,725,320,2798,44.5,34.38,278.28,1016,64,3,360,0,0,0,0,2016,4,8,8,spring,29805
2016-04-08 9:00,411,3441,91,2240,311,2541,46.89,34.94,279.88,1016,60,4,360,0,0,0,0,2016,4,8,9,spring,32196
2016-04-08 10:00,410,3915,87,3908,304,2676,46.89,33.26,282.22,1016,56,5,10,0,0,0,0,2016,4,8,10,spring,33852
2016-04-08 11:00,405,4527,88,4459,313,2791,47.39,31.18,282.86,1017,49,4,360,0,0,0,0,2016,4,8,11,spring,35088
2016-04-08 12:00,401,4384,84,4853,320,3176,47.89,30.71,283.18,1016,43,5,360,0,0,0,20,2016,4,8,12,spring,35968
2016-04-08 13:00,401,4179,84,5047,320,3785,47.89,29.35,283.28,1016,43,5,350,0,0,0,20,2016,4,8,13,spring,36619
2016-04-08 14:00,399,3860,85,4979,307,4002,46.46,29.14,284.95,1016,37,7,350,0,0,0,20,2016,4,8,14,spring,36161
2016-04-08 15:00,399,3290,77,4920,301,4324,43.9,27.95,284.99,1016,65,7,360,0,0,0,20,2016,4,8,15,spring,35424
2016-04-08 16:00,398,3068,74,4637,311,4798,43.21,25.59,285.41,1016,37,8,350,0,0,0,20,2016,4,8,16,spring,35254
2016-04-08 17:00,397,2688,76,4228,318,5605,41.5,24.67,285.56,1016,37,8,10,0,0,0,20,2016,4,8,17,spring,35192
2016-04-08 18:00,404,2259,78,3641,322,6344,39.5,26.49,285.98,1015,35,6,340,0,0,0,20,2016,4,8,18,spring,34658
2016-04-08 19:00,403,1941,79,2899,325,7067,38.52,29.96,285.74,1015,35,4,10,0,0,0,20,2016,4,8,19,spring,33977
2016-04-08 20:00,402,1915,81,1691,316,7346,40,36.61,285.38,1015,32,6,20,0,0,0,20,2016,4,8,20,spring,33431
2016-04-08 21:00,402,2585,82,832,308,7273,42.86,42.08,283.14,1016,37,1,330,0,0,0,20,2016,4,8,21,spring,33644
2016-04-08 22:00,401,2680,82,642,313,7339,41.61,36.58,282.365,1016,41,1,330,0,0,0,10,2016,4,8,22,spring,33172
2016-04-08 23:00,396,1492,79,635,308,7586,38.69,34.64,281.59,1016,45,1,330,0,0,0,0,2016,4,8,23,spring,30976
2016-04-09 0:00,384,1990,85,270,318,3026,43.35,26.64,282.1,1016,39,1,330,0,0,0,0,2016,4,9,0,spring,27229
2016-04-09 1:00,383,1998,88,90,319,2454,43.35,23.34,280.32,1016,49,0,0,0,0,0,0,2016,4,9,1,spring,25559
2016-04-09 2:00,385,1475,88,57,318,2193,43.35,24.84,280.78,1016,43,2,240,0,0,0,0,2016,4,9,2,spring,24191
2016-04-09 3:00,384,834,87,56,317,2341,41.95,22.07,278.4,1015,65,1,90,0,0,0,0,2016,4,9,3,spring,23432
2016-04-09 4:00,387,641,88,52,318,2313,40.92,21.58,277.89,1015,65,1,0,0,0,0,0,2016,4,9,4,spring,22930
2016-04-09 5:00,384,558,89,34,320,2260,40.5,20.49,277.195,1015,69,1,116,0,0,0,0,2016,4,9,5,spring,22593
2016-04-09 6:00,386,481,87,34,317,2169,40.65,22.33,276.5,1015,74,1,233,0,0,0,0,2016,4,9,6,spring,22712
2016-04-09 7:00,386,462,88,50,315,2269,40.45,24.74,276.08,1014,80,1,233,0,0,0,0,2016,4,9,7,spring,22640
2016-04-09 8:00,394,591,89,318,319,2137,39,25.92,276.72,1014,80,1,350,0,0,0,0,2016,4,9,8,spring,22684
2016-04-09 9:00,395,1140,92,1248,318,1666,43,28.22,281.26,1014,75,1,239,0,0,0,0,2016,4,9,9,spring,24301
2016-04-09 10:00,393,1459,88,2792,314,1397,42,27.95,281.73,1014,69,1,0,0,0,0,0,2016,4,9,10,spring,26007
2016-04-09 11:00,390,1772,89,4190,316,1420,41.4,27.54,286.17,1014,57,0,0,0,0,0,0,2016,4,9,11,spring,27427
2016-04-09 12:00,392,1849,89,4642,315,1648,41.37,26.32,285.23,1014,50,1,130,0,0,0,0,2016,4,9,12,spring,28557
2016-04-09 13:00,389,1941,85,4832,316,2096,41.9,26.06,287.92,1013,41,3,220,0,0,0,0,2016,4,9,13,spring,29763
2016-04-09 14:00,387,1721,80,4855,312,2759,40.96,25.11,288.29,1013,36,4,230,0,0,0,0,2016,4,9,14,spring,30459
2016-04-09 15:00,385,1312,81,4729,311,3542,37.95,22.3,290.12,1012,58,5,200,0,0,0,20,2016,4,9,15,spring,30201
2016-04-09 16:00,386,994,80,4425,309,4109,36.96,21.69,290.44,1012,58,4,200,0,0,0,20,2016,4,9,16,spring,29848
2016-04-09 17:00,383,1116,76,3905,314,4101,36.96,21.57,290.71,1010,31,2,250,0,0,0,40,2016,4,9,17,spring,29619
2016-04-09 18:00,384,697,76,3154,310,3943,36.85,23.12,290.78,1010,31,5,220,0,0,0,40,2016,4,9,18,spring,29537
2016-04-09 19:00,380,1356,79,1900,308,3340,39.53,24.71,289.4345,1009,41,5,237,0,0,0,20,2016,4,9,19,spring,29480
2016-04-09 20:00,385,2498,82,853,312,2860,45.11,32.66,289.52,1010,36,5,230,0,0,0,40,2016,4,9,20,spring,30322
2016-04-09 21:00,385,4126,80,601,313,2815,48,39.73,288.44,1009,41,4,230,0,0,0,40,2016,4,9,21,spring,32627
2016-04-09 22:00,386,4313,81,543,312,2642,46.89,35.57,287.48,1009,44,6,230,0,0,0,0,2016,4,9,22,spring,32024
2016-04-09 23:00,383,3734,81,469,310,2458,45.51,29.36,285.87,1009,50,4,230,0,0,0,0,2016,4,9,23,spring,30059
2016-04-10 0:00,351,971,84,163,279,4064,50.91,23.73,285.155,1009,54,3,210,0,0,0,0,2016,4,10,0,spring,25205
2016-04-10 1:00,352,687,84,66,278,3904,50,18.75,284.44,1009,58,3,190,0,0,0,0,2016,4,10,1,spring,23916
2016-04-10 2:00,351,447,84,59,274,3742,48.69,18.75,283.96,1009,62,3,170,0,0,0,0,2016,4,10,2,spring,23075
2016-04-10 3:00,348,452,83,59,275,3408,48,16.87,283.28,1008,76,4,230,0,0,0,20,2016,4,10,3,spring,22755
2016-04-10 4:00,347,478,83,60,275,2967,48,15.69,281.752,1007,85,3,228,0,0.043,0,56,2016,4,10,4,spring,22757
2016-04-10 5:00,351,459,82,59,278,2609,49.1,15.46,283.58,1007,81,5,220,0,0,0,75,2016,4,10,5,spring,23126
2016-04-10 6:00,349,1752,83,59,281,2288,52.23,15.06,283.5,1007,76,4,210,0,0,0,75,2016,4,10,6,spring,25203
2016-04-10 7:00,331,4141,83,67,280,1992,55.99,15.21,283.28,1006,76,6,210,0,0,0,40,2016,4,10,7,spring,28871
2016-04-10 8:00,351,3551,87,152,283,1630,55.39,15.41,282.37,1006,71,3,220,0,0,0,75,2016,4,10,8,spring,30261
2016-04-10 9:00,350,4187,87,948,281,1338,55.99,16.48,281.75,1006,76,3,170,0,0,0,75,2016,4,10,9,spring,31092
2016-04-10 10:00,351,4467,87,2207,279,1120,55.09,16.42,282.17,1006,73,5,185,0,0,0,75,2016,4,10,10,spring,31614
2016-04-10 11:00,349,3805,85,3743,278,1059,54.07,19.55,282.59,1006,70,7,200,0,0,0,75,2016,4,10,11,spring,31953
2016-04-10 12:00,348,3692,85,4399,278,1166,54.39,19.77,283.12,1006,61,7,220,0,0,0,75,2016,4,10,12,spring,32514
2016-04-10 13:00,348,3450,85,4534,279,1262,54.27,18.87,283.62,1006,61,5,220,0,0,0,90,2016,4,10,13,spring,32779
2016-04-10 14:00,352,2256,83,4539,280,1514,53.58,19.12,285.69,1006,58,7,190,0,0,0,40,2016,4,10,14,spring,31643
2016-04-10 15:00,357,1723,83,4411,276,1882,52.75,16.4,285.86,1005,60,6,200,0,0,0,40,2016,4,10,15,spring,31120
2016-04-10 16:00,355,1706,83,4024,277,2157,52.69,13.29,286.03,1005,62,6,210,0,0,0,40,2016,4,10,16,spring,31118
2016-04-10 17:00,352,1875,81,3432,279,2273,52.75,12.31,285.97,1005,62,6,200,0,0,0,75,2016,4,10,17,spring,31207
2016-04-10 18:00,352,2364,83,2306,279,2678,53.48,14.14,286.71,1004,47,7,200,0,0,0,40,2016,4,10,18,spring,30938
2016-04-10 19:00,351,3855,82,926,279,3455,54.85,16.96,286.37,1003,47,9,190,0,0,0,75,2016,4,10,19,spring,31274
